what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.server.core,1.1.102.v20100123,"org.eclipse.wst.server.core",1287935465075
started,bundle,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.ui",1287935465075
started,bundle,org.eclipse.wst.sse.core,1.1.402.v201001251516,"org.eclipse.wst.sse.core",1287935465076
started,bundle,org.eclipse.wst.sse.ui,1.1.102.v200910200227,"org.eclipse.wst.sse.ui",1287935465077
started,bundle,org.eclipse.wst.validation,1.2.104.v200911120201,"org.eclipse.wst.validation",1287935465077
started,bundle,org.eclipse.wst.web,1.1.301.v200911302230,"org.eclipse.wst.web",1287935465078
started,bundle,org.eclipse.wst.wsdl.validation,1.1.402.v200911251542,"org.eclipse.wst.wsdl.validation",1287935465080
started,bundle,org.eclipse.wst.xml.core,1.1.402.v201001222130,"org.eclipse.wst.xml.core",1287935465081
started,bundle,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui",1287935465081
started,bundle,org.eclipse.wst.xsl.core,1.0.1.v200908101420,"org.eclipse.wst.xsl.core",1287935465081
os,sysinfo,,,"win32",1287935465087
arch,sysinfo,,,"x86",1287935465087
ws,sysinfo,,,"win32",1287935465087
locale,sysinfo,,,"pt_BR",1287935465087
processors,sysinfo,,,"2",1287935465087
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1287935465087
java.runtime.version,sysinfo,,,"1.6.0_21-b07",1287935465087
java.specification.name,sysinfo,,,"Java Platform API Specification",1287935465087
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1287935465087
java.specification.version,sysinfo,,,"1.6",1287935465087
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1287935465087
java.version,sysinfo,,,"1.6.0_21",1287935465087
java.vm.info,sysinfo,,,"mixed mode",1287935465087
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1287935465087
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1287935465087
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1287935465087
java.vm.specification.version,sysinfo,,,"1.0",1287935465087
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1287935465087
java.vm.version,sysinfo,,,"17.0-b17",1287935465087
started,bundle,org.eclipse.jdt.apt.core,3.3.201.R35x_v20090818-0235,"org.eclipse.jdt.apt.core",1287935466670
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.201.R35x_v20090818-0225,"org.eclipse.jdt.apt.pluggable.core",1287935466691
activated,view,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.ui.ServersView",1287935467411
started,bundle,org.eclipse.core.variables,3.2.200.v20090521,"org.eclipse.core.variables",1287935468813
started,bundle,com.android.ide.eclipse.ddms,0.9.7.v201005071157-36220,"com.android.ide.eclipse.ddms",1287935469917
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1287935469950
started,bundle,com.android.ide.eclipse.adt,0.9.7.v201005071157-36220,"com.android.ide.eclipse.adt",1287935469979
started,bundle,org.eclipse.ltk.core.refactoring,3.5.0.v20090513-2000,"org.eclipse.ltk.core.refactoring",1287935470041
started,bundle,org.eclipse.ltk.ui.refactoring,3.4.100.v20090604,"org.eclipse.ltk.ui.refactoring",1287935470043
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1287935471548
executed,command,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.publish",1287935474219
started,bundle,org.eclipse.ant.ui,3.4.1.v20090901_r351,"org.eclipse.ant.ui",1287935475051
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20090504,"org.eclipse.ui.externaltools",1287935475062
started,bundle,org.eclipse.ant.core,3.2.100.v20090520,"org.eclipse.ant.core",1287935475137
started,bundle,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui",1287935476217
opened,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1287935476557
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1287935476579
activated,view,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.ui.ServersView",1287935488191
executed,command,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.debug",1287935490119
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1287935491016
activated,view,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.ui.ServersView",1287935556748
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1287935558589
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1287935562368
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1287935562375
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1287935629270
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1287935635536
activated,editor,org.eclipse.jst.jsp.ui,1.1.401.v200908111935,"org.eclipse.jst.jsp.core.jspsource.source",1287935637402
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1287935645693
started,bundle,org.eclipse.mylyn.java.tasks,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.java.tasks",1287935693192
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.cut",1287935693297
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1287935695509
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.cut",1287935703351
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1287935704624
