what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1287934435714
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1287934471545
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1287934489044
activated,perspective,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.DebugPerspective",1287934489095
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.StepOver",1287934496418
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.StepOver",1287934498635
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.StepOver",1287934499394
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.StepOver",1287934499934
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.Resume",1287934502335
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1287934503417
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1287934551055
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1287934555728
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1287934555876
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.Resume",1287934556991
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1287934558395
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1287934830818
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1287934832922
activated,perspective,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.JavaPerspective",1287934865433
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1287934866950
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1287934867753
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1287934867784
activated,editor,org.eclipse.jst.jsp.ui,1.1.401.v200908111935,"org.eclipse.jst.jsp.core.jspsource.source",1287934870492
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1287934887468
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1287934888780
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1287934894950
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1287934900379
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1287934908712
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1287934911539
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1287934927735
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1287934927781
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1287934927887
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1287934929392
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1287934930624
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1287934930707
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1287934930748
executed,command,org.eclipse.ui.ide,3.5.0.I20090525-2000,"org.eclipse.ui.navigate.openResource",1287934930804
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1287934936595
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1287934940617
activated,editor,org.eclipse.jst.jsp.ui,1.1.401.v200908111935,"org.eclipse.jst.jsp.core.jspsource.source",1287934942245
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1287934952938
activated,editor,org.eclipse.jst.jsp.ui,1.1.401.v200908111935,"org.eclipse.jst.jsp.core.jspsource.source",1287934957001
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1287934962021
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1287934962227
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1287934962735
activated,editor,org.eclipse.jst.jsp.ui,1.1.401.v200908111935,"org.eclipse.jst.jsp.core.jspsource.source",1287934965010
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1287934968777
activated,editor,org.eclipse.jst.jsp.ui,1.1.401.v200908111935,"org.eclipse.jst.jsp.core.jspsource.source",1287934970769
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1287934976775
activated,editor,org.eclipse.jst.jsp.ui,1.1.401.v200908111935,"org.eclipse.jst.jsp.core.jspsource.source",1287934978446
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1287934987349
activated,editor,org.eclipse.jst.jsp.ui,1.1.401.v200908111935,"org.eclipse.jst.jsp.core.jspsource.source",1287934989579
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1287934994116
activated,editor,org.eclipse.jst.jsp.ui,1.1.401.v200908111935,"org.eclipse.jst.jsp.core.jspsource.source",1287934996708
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1287935009759
activated,editor,org.eclipse.jst.jsp.ui,1.1.401.v200908111935,"org.eclipse.jst.jsp.core.jspsource.source",1287935011245
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1287935018220
activated,editor,org.eclipse.jst.jsp.ui,1.1.401.v200908111935,"org.eclipse.jst.jsp.core.jspsource.source",1287935020338
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1287935024521
activated,editor,org.eclipse.jst.jsp.ui,1.1.401.v200908111935,"org.eclipse.jst.jsp.core.jspsource.source",1287935027324
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1287935030775
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1287935039858
opened,editor,org.eclipse.jst.jsp.ui,1.1.401.v200908111935,"org.eclipse.jst.jsp.core.jspsource.source",1287935050762
activated,editor,org.eclipse.jst.jsp.ui,1.1.401.v200908111935,"org.eclipse.jst.jsp.core.jspsource.source",1287935050817
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1287935062330
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1287935069423
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1287935069631
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1287935073652
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1287935146795
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1287935150828
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1287935154656
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1287935162652
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1287935166498
